,cell.ID,nucleus.x,nucleus.y,CD15.score.normalized,CK.score.normalized,CD3.score.normalized,CD11c.score.normalized,CD20.score.normalized,CD163.score.normalized,tissue.type
3936,4055,12152.35,32504.06,0.21,4.13,0.46,0.15,0.26,0.19,tumor
3937,4056,12412.38,32129.78,0.23,0.19,0.39,0.74,0.04,1.32,stroma
3938,4057,12183.72,32285.7,0.0,0.45,1.22,0.83,0.12,0.29,stroma
3939,4058,12577.82,32257.28,0.05,2.33,0.02,0.22,0.0,0.24,tumor
3940,4059,12156.41,32460.2,0.51,0.64,0.0,0.0,0.24,2.23,stroma
3941,4060,12557.78,32144.16,0.33,0.92,0.08,0.0,0.17,0.16,tumor
3942,4061,12277.94,32210.55,0.41,2.87,1.81,1.34,0.0,0.4,tumor
3943,4062,12202.83,32272.91,0.19,0.49,0.48,0.32,2.64,0.32,stroma
3944,4063,12259.0,32395.7,0.23,1.04,0.0,0.0,0.03,0.12,tumor
3945,4064,12462.18,32241.89,0.19,0.27,0.06,0.2,0.0,2.39,stroma
3946,4065,12174.95,32300.32,0.41,0.48,0.5,0.0,0.31,2.18,stroma
3947,4066,12360.7,32267.17,0.04,3.31,0.0,0.85,0.21,0.09,tumor
3948,4067,12296.58,32363.19,0.35,1.49,1.87,0.34,0.32,0.09,tumor
3949,4068,12408.6,32415.31,0.1,0.19,0.51,0.0,0.03,0.11,stroma
3950,4069,12528.58,32114.15,0.03,0.16,0.0,0.0,0.36,0.01,stroma
3951,4070,12173.41,32512.28,0.03,0.47,5.74,0.83,0.0,0.31,stroma
3952,4071,12331.21,32386.08,0.22,2.22,0.0,0.0,0.0,0.2,tumor
3953,4072,12612.01,32121.04,0.1,0.16,0.38,0.0,0.1,1.06,stroma
3954,4073,12593.07,32235.25,0.17,2.03,0.62,0.74,0.32,0.3,tumor
3955,4074,12345.33,32374.53,0.07,0.36,1.12,1.12,0.26,1.63,stroma
3956,4075,12123.75,32316.13,0.28,0.86,0.31,0.79,0.93,2.54,stroma
3957,4076,12484.26,32204.74,0.24,3.6,0.33,1.56,0.05,1.21,tumor
3958,4077,12527.36,32092.64,0.16,0.4,0.08,0.97,0.04,2.2,stroma
3959,4078,12619.7,32257.63,0.15,2.06,0.0,0.0,0.36,0.22,tumor
3960,4079,12644.73,32138.2,0.14,0.15,0.81,0.0,0.15,1.22,stroma
3961,4080,12618.4,32215.93,0.08,1.71,0.0,0.32,0.51,0.38,tumor
3962,4081,12607.38,32126.12,0.29,0.26,0.21,0.57,0.0,1.53,stroma
3963,4082,12241.82,32470.07,0.17,0.44,0.11,0.93,0.0,1.25,stroma
3964,4083,12208.45,32485.78,0.1,0.54,0.01,0.0,0.2,0.16,stroma
3965,4084,12423.68,32323.88,0.15,0.23,0.34,0.23,0.14,0.1,stroma
3966,4085,12131.88,32317.69,0.0,0.23,0.21,0.89,3.03,0.44,stroma
3967,4086,12567.83,32202.58,0.2,1.58,0.2,0.0,0.1,1.27,tumor
3968,4087,12571.85,32291.22,0.03,2.43,0.0,0.0,0.07,0.07,tumor
3969,4088,12536.25,32211.25,0.01,2.48,0.0,0.0,0.33,0.11,tumor
3970,4089,12153.93,32368.74,0.06,0.53,2.88,3.31,0.27,1.92,stroma
3971,4090,12225.39,32234.78,0.38,0.64,0.1,0.62,0.0,3.55,stroma
3972,4091,12472.4,32185.14,0.0,1.78,0.0,0.0,0.35,0.09,tumor
3973,4092,12355.88,32430.22,0.32,3.71,0.92,1.02,0.45,0.84,tumor
3974,4093,12467.24,32214.29,0.19,1.7,0.03,0.36,0.0,0.69,tumor
3975,4094,12131.03,32496.79,0.05,0.63,1.55,0.0,0.3,0.2,stroma
3976,4095,12137.7,32482.39,0.19,0.46,0.97,1.08,0.64,0.77,stroma
3977,4096,12425.88,32153.03,0.12,0.4,1.15,0.0,0.12,0.0,stroma
3978,4097,12395.92,32394.55,0.31,0.39,0.09,0.99,0.07,2.76,stroma
3979,4098,12471.24,32413.88,0.2,1.03,0.28,0.93,0.1,0.2,tumor
3980,4099,12679.9,32197.46,0.07,2.29,0.0,0.2,0.55,0.85,tumor
3981,4100,12595.24,32176.66,0.14,0.35,0.0,0.63,0.3,0.09,stroma
3982,4101,12378.19,32403.73,0.34,0.97,1.22,0.7,0.25,1.3,stroma
3983,4102,12127.93,32318.54,0.38,0.43,0.0,0.39,0.24,0.19,stroma
3984,4103,12495.84,32334.78,0.03,1.96,0.29,0.0,0.27,0.13,tumor
3985,4104,12429.62,32194.28,0.23,2.38,0.0,0.74,0.53,0.09,tumor
3986,4105,12359.63,32215.34,0.37,0.31,0.66,0.74,0.0,0.62,stroma
3987,4106,12273.02,32253.02,0.05,1.37,0.8,1.2,0.46,0.69,stroma
3988,4107,12670.38,32250.98,0.4,2.4,0.0,0.11,0.64,0.1,tumor
3989,4108,12498.9,32125.13,0.2,1.92,0.0,0.69,0.04,0.17,tumor
3990,4109,12384.6,32172.98,0.43,0.34,0.51,0.49,0.05,3.19,stroma
3991,4110,12592.75,32218.89,0.01,2.06,0.0,0.62,0.12,0.82,tumor
3992,4111,12436.65,32130.39,0.04,0.33,0.15,0.0,0.52,2.55,stroma
3993,4112,12321.97,32441.31,0.16,0.67,0.33,0.0,0.0,2.28,stroma
3994,4113,12235.9,32408.58,0.0,0.99,2.61,0.9,0.04,0.55,stroma
3995,4114,12325.29,32190.02,0.27,0.67,0.82,0.77,0.01,1.43,stroma
3996,4115,12385.79,32429.32,0.06,3.57,0.0,0.33,0.0,0.16,tumor
3997,4116,12479.44,32284.53,0.18,1.81,0.03,0.74,0.47,0.11,tumor
3998,4117,12187.49,32351.37,0.0,0.52,0.05,0.16,0.61,1.48,stroma
3999,4118,12116.09,32298.77,0.12,0.39,1.99,0.0,0.66,0.29,stroma
4000,4119,12175.85,32322.14,0.19,0.57,2.76,0.0,0.4,1.04,stroma
4001,4120,12193.58,32391.44,0.37,0.22,0.33,0.0,0.45,0.27,stroma
4002,4121,12377.77,32337.53,0.23,4.33,0.39,1.42,0.45,1.22,tumor
4003,4122,12508.31,32113.53,0.1,2.31,2.93,0.79,0.27,0.2,tumor
4004,4123,12457.01,32221.82,0.11,2.03,0.0,0.71,0.21,0.29,tumor
4005,4124,12221.09,32462.69,0.02,4.26,0.08,0.0,0.06,0.21,tumor
4006,4125,12479.98,32244.56,0.01,3.0,0.21,0.0,0.14,0.03,tumor
4007,4126,12597.87,32103.68,0.12,1.69,0.28,0.66,0.55,0.0,tumor
4008,4127,12570.72,32086.33,0.12,0.51,0.0,0.24,0.1,0.15,stroma
4009,4128,12570.75,32252.48,0.05,1.93,0.0,0.24,0.5,0.12,tumor
4010,4129,12687.67,32136.03,0.0,0.28,0.0,0.39,0.3,1.02,stroma
4011,4130,12484.39,32322.92,0.03,2.53,0.09,0.59,0.45,0.04,tumor
4012,4131,12490.75,32191.5,0.0,2.2,0.13,0.76,0.5,0.01,tumor
4013,4132,12646.42,32136.22,0.12,0.17,0.0,1.32,0.0,2.83,stroma
4014,4133,12389.47,32332.83,0.2,0.52,0.4,0.0,0.01,1.19,stroma
4015,4134,12342.93,32289.95,0.19,0.26,0.23,0.0,0.0,0.88,stroma
4016,4135,12367.75,32275.79,0.21,2.55,0.22,0.19,0.12,0.21,tumor
4017,4136,12424.19,32383.2,0.15,1.35,0.0,1.7,0.03,4.13,tumor
4018,4137,12368.45,32322.17,0.08,3.1,0.0,1.62,0.0,0.25,tumor
4019,4138,12470.14,32146.06,0.04,0.51,0.07,0.85,0.38,1.67,stroma
4020,4139,12503.41,32171.02,0.14,1.54,0.0,0.58,0.32,0.1,tumor
4021,4140,12499.72,32202.99,0.15,0.52,0.0,0.0,0.18,1.19,stroma
4022,4141,12283.47,32377.28,0.16,2.59,0.17,0.03,0.36,0.25,tumor
4023,4142,12396.79,32425.97,0.24,1.96,0.46,0.0,0.0,0.6,tumor
4024,4143,12233.74,32433.02,0.05,0.3,0.6,0.09,0.05,1.52,stroma
4025,4144,12128.94,32343.93,0.25,0.69,0.81,0.37,0.06,3.84,stroma
4026,4145,12253.9,32386.13,0.16,0.33,0.51,0.0,0.06,0.16,stroma
4027,4146,12643.45,32094.28,0.23,0.27,0.55,0.17,0.0,0.86,stroma
4028,4147,12216.74,32390.89,0.05,2.93,0.42,0.0,0.55,0.15,tumor
4029,4148,12688.85,32165.57,0.13,1.55,0.0,0.0,0.6,0.04,tumor
4030,4149,12385.63,32219.07,0.1,0.21,0.1,0.0,0.05,2.07,stroma
4031,4150,12665.97,32277.56,0.23,0.47,0.0,0.21,0.01,0.2,stroma
4032,4151,12126.0,32403.91,0.02,0.48,0.48,0.0,0.0,0.85,stroma
4033,4152,12371.6,32293.92,0.21,2.32,0.26,0.11,0.77,0.1,tumor
4034,4153,12552.24,32187.16,0.05,0.73,0.0,0.0,0.0,0.12,stroma
4035,4154,12143.12,32387.08,0.0,0.61,0.6,0.0,0.11,1.37,stroma
4036,4155,12587.44,32288.51,0.0,2.64,0.0,0.58,0.58,0.12,tumor
4037,4156,12640.86,32143.03,0.04,0.24,0.1,0.0,0.22,0.51,stroma
4038,4157,12148.74,32534.29,0.3,0.78,0.0,0.44,0.0,0.68,stroma
4039,4158,12332.91,32407.09,0.17,2.33,0.0,0.98,0.35,0.19,tumor
4040,4159,12288.36,32368.77,0.04,2.27,0.16,0.21,0.53,0.5,tumor
4041,4160,12130.52,32326.95,0.13,0.77,0.07,1.01,0.0,2.95,stroma
4042,4161,12471.01,32414.17,0.32,5.3,0.0,0.17,0.03,0.11,tumor
4043,4162,12522.86,32280.68,0.24,1.59,0.0,0.51,0.42,0.08,tumor
4044,4163,12358.09,32169.27,0.52,0.32,0.28,0.16,0.11,2.27,stroma
4045,4164,12357.8,32241.3,0.21,1.83,0.03,0.3,0.41,0.23,tumor
4046,4165,12324.02,32408.25,0.3,1.5,0.17,0.43,0.6,0.14,tumor
4047,4166,12615.06,32267.76,0.13,1.66,0.19,0.0,0.08,1.19,tumor
4048,4167,12207.72,32356.36,0.4,0.57,0.0,0.81,0.45,2.99,stroma
4049,4168,12565.16,32252.8,0.44,2.15,0.0,0.0,0.29,0.29,tumor
4050,4169,12550.2,32276.95,0.15,1.62,0.28,0.55,0.2,0.08,tumor
4051,4170,12294.23,32412.22,0.01,2.84,0.0,0.0,0.38,0.17,tumor
4052,4171,12358.66,32207.08,0.35,0.34,0.0,0.6,0.0,2.34,stroma
4053,4172,12245.88,32335.16,0.24,0.4,0.44,0.87,1.57,2.56,stroma
4054,4173,12308.85,32355.78,0.24,2.34,0.05,0.0,0.13,0.11,tumor
4055,4174,12520.43,32118.65,0.17,0.5,0.07,0.0,0.32,1.74,stroma
4056,4175,12664.37,32204.92,0.0,0.26,0.12,0.73,0.15,0.3,stroma
4057,4176,12504.52,32130.42,0.08,0.93,1.22,0.18,0.15,2.19,tumor
4058,4177,12305.37,32211.17,0.11,3.1,0.14,0.05,0.33,0.24,tumor
4059,4178,12429.56,32324.66,0.0,0.43,2.63,1.0,0.15,0.39,stroma
4060,4179,12463.25,32363.86,0.29,0.79,0.34,0.0,0.16,1.07,tumor
4061,4180,12554.53,32133.47,0.14,1.73,0.06,0.0,0.55,0.1,tumor
4062,4181,12330.18,32337.05,0.15,2.35,0.33,0.05,0.37,0.11,tumor
4063,4182,12254.47,32517.68,0.11,2.11,0.3,0.44,0.0,0.22,tumor
4064,4183,12264.06,32257.56,0.16,0.79,0.0,0.76,0.39,1.39,stroma
4065,4184,12410.87,32276.54,0.11,2.23,0.38,1.13,0.38,0.15,tumor
4066,4185,12135.44,32361.62,0.0,0.24,1.4,0.0,0.05,1.76,stroma
4067,4186,12143.15,32300.33,0.0,0.29,0.01,0.0,1.82,0.34,stroma
4068,4187,12420.91,32289.89,0.3,2.13,0.0,1.24,0.28,0.69,tumor
4069,4188,12313.75,32378.98,0.17,0.27,2.23,0.62,0.0,0.62,stroma
4070,4189,12473.88,32099.4,0.0,0.14,0.29,0.73,0.48,0.68,stroma
4071,4190,12455.54,32172.97,0.11,2.64,0.0,1.29,0.32,0.15,tumor
4072,4191,12572.83,32180.25,0.13,0.58,0.39,0.0,0.0,0.41,stroma
4073,4192,12202.13,32445.06,0.2,0.34,0.0,0.78,0.0,1.26,stroma
4074,4193,12113.25,32405.38,0.29,0.64,0.86,0.55,0.0,2.25,stroma
4075,4194,12509.41,32155.66,0.03,1.7,0.15,1.01,0.01,0.79,tumor
4076,4195,12353.69,32451.57,0.0,0.26,0.32,0.0,0.0,0.09,stroma
4077,4196,12260.53,32211.96,0.26,0.37,0.44,0.16,0.0,0.24,stroma
4078,4197,12145.35,32311.83,1.08,0.33,0.12,0.97,0.38,1.54,stroma
4079,4198,12271.5,32235.05,0.09,0.47,1.37,0.03,0.0,1.13,stroma
4080,4199,12510.85,32313.94,0.14,2.26,0.1,0.0,0.5,0.21,tumor
4081,4200,12097.72,32500.87,0.17,0.83,0.49,0.0,0.17,2.17,stroma
4082,4201,12683.48,32241.02,0.06,2.26,0.0,0.55,0.43,0.16,tumor
4083,4202,12258.34,32281.41,0.11,0.38,0.81,0.36,0.0,2.26,stroma
4084,4203,12519.17,32226.49,0.26,0.22,0.2,0.41,0.0,0.0,stroma
4085,4204,12260.43,32430.46,0.09,3.54,0.12,0.0,0.36,0.23,tumor
4086,4205,12679.23,32211.47,0.37,2.08,0.02,0.0,0.47,0.15,tumor
4087,4206,12522.01,32180.36,0.23,1.58,0.08,0.0,0.72,0.11,tumor
4088,4207,12488.01,32119.85,0.22,3.49,0.12,0.54,0.19,0.13,tumor
4089,4208,12211.49,32381.27,0.09,1.4,0.32,1.11,0.1,0.2,tumor
4090,4209,12370.33,32306.69,0.0,2.69,0.0,0.0,0.38,0.24,tumor
4091,4210,12247.98,32500.98,0.16,2.82,0.11,0.0,0.1,0.22,tumor
4092,4211,12251.87,32415.42,0.11,3.01,0.0,1.76,0.32,0.04,tumor
4093,4212,12147.02,32423.74,0.38,0.56,0.11,0.82,0.21,2.07,stroma
4094,4213,12270.55,32291.61,0.0,0.68,0.48,0.96,0.09,0.23,stroma
4095,4214,12161.08,32305.31,0.17,0.33,0.81,0.15,3.14,2.15,stroma
4096,4215,12490.2,32220.69,0.06,0.17,0.4,0.15,0.0,1.41,stroma
4097,4216,12594.72,32179.04,0.0,0.18,0.0,0.17,0.1,1.65,stroma
4098,4217,12555.44,32175.89,0.19,2.46,0.63,0.18,0.77,0.04,tumor
4099,4218,12134.13,32545.84,0.04,1.02,1.35,0.18,0.23,0.6,stroma
4100,4219,12626.04,32140.86,0.42,0.26,0.11,0.66,0.23,3.02,stroma
4101,4220,12182.8,32475.69,0.34,0.17,2.78,0.94,0.0,0.25,stroma
4102,4221,12651.57,32201.13,0.23,0.39,0.11,1.02,0.3,2.36,stroma
4103,4222,12334.09,32243.24,0.07,2.91,0.31,0.21,0.35,0.23,tumor
4104,4223,12476.07,32353.59,0.0,2.8,0.1,0.0,0.4,0.22,tumor
4105,4224,12364.39,32271.99,0.15,2.56,0.0,0.55,0.21,0.14,tumor
4106,4225,12240.56,32444.68,0.3,0.31,0.0,0.02,0.17,0.12,stroma
4107,4226,12117.5,32412.21,0.04,0.39,0.01,0.54,0.94,0.35,stroma
4108,4227,12277.52,32294.94,0.28,4.21,0.66,0.76,0.38,0.36,tumor
4109,4228,12380.8,32318.02,0.11,2.51,0.17,0.06,0.15,0.26,tumor
4110,4229,12446.11,32254.11,0.28,1.75,0.83,1.2,0.48,2.0,tumor
4111,4230,12472.77,32117.04,0.33,0.48,0.04,0.86,0.17,3.81,stroma
4112,4231,12420.65,32219.37,0.0,1.86,0.08,0.52,0.0,0.18,tumor
4113,4232,12444.34,32121.29,0.33,0.43,0.3,1.3,0.0,1.56,stroma
4114,4233,12481.76,32212.01,0.02,2.95,0.0,0.7,0.59,0.2,tumor
4115,4234,12543.9,32300.58,0.14,2.49,0.36,0.0,0.33,0.05,tumor
4116,4235,12142.31,32500.2,0.28,2.11,0.2,1.61,0.23,0.47,tumor
4117,4236,12145.52,32292.82,0.0,0.25,0.26,0.71,1.56,1.25,stroma
4118,4237,12266.51,32513.41,0.06,1.79,0.15,0.79,0.04,0.18,tumor
4119,4238,12431.35,32365.63,0.41,2.75,0.01,0.88,0.03,0.36,tumor
4120,4239,12234.92,32460.42,0.2,0.39,0.39,0.0,0.05,0.21,stroma
4121,4240,12615.22,32224.61,0.0,1.76,1.72,0.24,0.68,0.2,tumor
4122,4241,12413.37,32327.44,0.16,0.31,0.6,0.84,0.25,4.22,stroma
4123,4242,12272.66,32489.82,0.29,0.17,0.0,0.0,0.18,0.23,stroma
4124,4243,12200.12,32490.0,0.3,3.63,0.0,0.0,0.0,0.92,tumor
4125,4244,12398.4,32190.11,0.23,0.2,2.97,0.51,0.06,0.2,stroma
4126,4245,12276.63,32472.67,0.01,0.38,0.21,0.0,0.0,0.09,stroma
4127,4246,12454.92,32145.72,0.26,3.93,0.0,1.75,0.35,0.16,tumor
4128,4247,12666.67,32182.26,0.4,1.14,0.88,0.09,0.4,2.21,tumor
4129,4248,12131.31,32289.2,0.03,0.12,0.34,0.0,0.44,0.49,stroma
4130,4249,12293.78,32241.68,0.4,0.4,0.39,0.42,0.25,3.28,stroma
4131,4250,12142.11,32447.19,0.25,0.49,0.89,0.29,0.0,1.09,stroma
4132,4251,12554.24,32249.96,0.19,1.93,0.0,0.7,0.51,0.65,tumor
4133,4252,12486.66,32400.96,0.08,0.43,0.0,0.81,0.14,0.09,tumor
4134,4253,12298.19,32185.32,0.28,0.51,0.0,0.12,0.2,1.29,stroma
4135,4254,12349.24,32195.27,0.22,3.65,0.13,0.85,0.0,0.69,tumor
4136,4255,12157.27,32334.73,0.27,0.4,2.01,0.23,0.18,1.54,stroma
4137,4256,12117.55,32549.48,0.18,1.33,0.0,0.0,0.41,1.86,stroma
4138,4257,12133.92,32329.7,0.04,0.85,0.0,0.91,0.0,3.04,stroma
4139,4258,12547.76,32184.89,0.08,1.25,0.0,0.0,0.0,0.1,tumor
4140,4259,12460.39,32209.46,0.2,2.74,0.01,0.13,0.31,0.2,tumor
4141,4260,12351.35,32340.65,0.33,0.21,2.2,0.52,0.16,0.12,stroma
4142,4261,12391.25,32202.94,0.45,0.36,0.17,0.26,0.22,1.96,stroma
4143,4262,12450.48,32208.33,0.36,1.69,1.32,0.27,0.4,0.45,tumor
4144,4263,12397.09,32134.2,0.04,0.11,0.1,0.27,0.05,0.0,stroma
4145,4264,12533.39,32169.42,0.02,0.89,0.0,0.6,0.15,0.11,tumor
4146,4265,12429.62,32270.63,0.18,1.67,0.05,0.19,0.26,0.23,tumor
4147,4266,12262.18,32467.41,0.25,3.08,0.15,0.69,0.18,1.53,tumor
4148,4267,12681.36,32128.86,0.35,0.66,0.66,0.0,0.0,2.06,stroma
4149,4268,12634.89,32264.18,0.23,2.45,0.15,1.1,0.24,0.36,tumor
4150,4269,12461.89,32193.67,0.26,2.52,0.0,0.67,1.08,0.22,tumor
4151,4270,12118.21,32373.02,0.33,5.37,0.25,0.3,0.0,0.34,tumor
4152,4271,12332.87,32184.35,0.0,3.97,0.27,1.28,0.05,0.47,tumor
4153,4272,12377.66,32225.6,0.24,0.23,3.25,0.66,0.23,0.38,stroma
4154,4273,12473.58,32251.02,0.5,2.47,0.31,1.86,0.37,0.15,tumor
4155,4274,12166.98,32534.72,0.26,0.7,0.54,0.42,0.24,0.33,stroma
4156,4275,12215.98,32521.04,0.28,1.34,0.0,1.25,0.0,0.28,stroma
4157,4276,12179.84,32449.0,0.0,0.46,3.19,0.29,0.0,1.57,stroma
4158,4277,12296.65,32475.83,0.0,0.91,0.08,1.05,0.17,0.17,stroma
4159,4278,12193.07,32509.06,0.0,3.6,1.35,1.46,0.04,0.23,tumor
4160,4279,12486.66,32263.83,0.23,2.11,0.0,1.06,0.62,0.34,tumor
4161,4280,12234.35,32305.56,0.52,2.99,0.39,0.76,0.24,1.57,tumor
4162,4281,12298.2,32422.48,0.04,2.31,0.39,0.13,0.0,0.13,tumor
4163,4282,12255.98,32485.28,0.18,0.44,0.48,0.57,0.3,1.22,stroma
4164,4283,12320.95,32259.75,0.23,0.88,0.71,0.0,0.33,0.11,stroma
4165,4284,12500.5,32085.39,0.45,0.23,0.41,0.43,0.32,0.89,stroma
4166,4285,12198.8,32458.06,0.05,0.37,0.04,2.06,0.31,0.26,stroma
4167,4286,12190.15,32298.2,0.0,0.48,1.03,0.73,0.18,0.23,stroma
4168,4287,12545.12,32154.07,0.0,1.14,0.26,0.0,0.53,0.05,tumor
4169,4288,12287.05,32404.07,0.24,0.96,1.05,0.0,0.0,0.15,stroma
4170,4289,12223.08,32374.84,0.09,3.64,0.0,0.88,0.11,1.13,tumor
4171,4290,12596.64,32227.74,0.01,2.73,0.41,0.0,0.33,0.16,tumor
4172,4291,12574.11,32300.83,0.52,1.17,0.39,1.13,0.0,2.59,tumor
4173,4292,12275.97,32346.56,0.57,2.46,0.14,0.0,0.29,0.1,tumor
4174,4293,12217.88,32516.65,0.28,0.68,0.38,1.08,0.02,0.7,stroma
4175,4294,12233.05,32482.85,0.02,0.9,0.53,0.25,0.0,1.38,stroma
4176,4295,12420.59,32178.4,0.31,3.14,0.3,0.0,0.05,0.01,tumor
4177,4296,12423.51,32374.49,0.21,1.06,0.13,0.0,0.0,0.51,tumor
4178,4297,12344.72,32229.31,0.51,3.68,0.15,0.0,0.41,0.78,tumor
4179,4298,12363.36,32337.44,0.0,0.2,0.32,0.0,0.26,0.08,stroma
4180,4299,12216.87,32336.32,0.05,0.33,0.58,0.0,0.19,0.14,stroma
4181,4300,12405.38,32343.07,0.27,0.34,2.06,0.0,0.25,1.29,stroma
4182,4301,12150.16,32264.94,0.16,0.1,0.54,0.07,0.03,0.04,stroma
4183,4302,12580.39,32215.93,0.15,1.7,0.11,0.56,0.22,2.26,tumor
4184,4303,12331.53,32358.01,0.16,2.47,0.0,0.39,0.17,0.19,tumor
4185,4304,12559.24,32319.2,0.17,2.56,0.32,0.8,0.08,0.01,tumor
4186,4305,12250.75,32513.94,0.27,3.15,0.0,0.0,0.0,0.38,tumor
4187,4306,12559.13,32113.27,0.09,2.38,0.22,0.92,0.52,0.14,tumor
4188,4307,12107.51,32455.66,0.14,0.46,0.27,0.22,0.37,0.2,stroma
4189,4308,12236.91,32294.59,0.1,0.75,1.9,0.11,0.12,2.38,stroma
4190,4309,12573.55,32249.56,0.0,1.64,0.18,0.0,0.1,0.0,tumor
4191,4310,12345.47,32177.25,0.16,3.43,0.15,0.58,0.03,0.31,tumor
4192,4311,12411.56,32199.55,0.3,2.32,0.23,0.0,0.29,0.18,tumor
4193,4312,12620.07,32296.42,0.11,2.84,0.0,0.1,0.43,0.21,tumor
4194,4313,12122.06,32382.26,0.14,1.73,1.18,0.0,0.08,0.19,tumor
4195,4314,12114.42,32516.09,0.39,0.51,1.14,1.12,0.78,1.82,stroma
4196,4315,12352.11,32264.29,0.23,2.83,0.45,0.23,0.17,0.06,tumor
4197,4316,12257.16,32432.22,0.21,3.53,0.9,1.31,0.0,0.28,tumor
4198,4317,12148.11,32355.59,0.27,0.3,1.68,0.69,0.53,0.77,stroma
4199,4318,12399.79,32206.37,0.0,1.29,1.48,0.19,0.43,0.1,tumor
4200,4319,12143.73,32477.8,0.36,0.76,0.0,0.0,1.48,1.93,stroma
4201,4320,12380.52,32269.69,0.23,0.29,0.39,0.0,0.29,0.57,stroma
4202,4321,12388.66,32158.7,0.62,0.42,0.37,0.3,0.0,3.52,stroma
4203,4322,12269.95,32247.05,0.14,0.61,0.98,0.42,0.35,0.39,stroma
4204,4323,12447.75,32166.77,0.14,3.3,0.33,1.19,0.19,0.01,tumor
4205,4324,12490.97,32263.91,0.05,2.08,0.07,0.58,0.15,0.0,tumor
4206,4325,12630.15,32238.98,0.04,0.81,0.31,0.65,0.23,0.68,stroma
4207,4326,12301.67,32425.34,0.02,1.48,1.16,1.12,0.0,0.11,tumor
4208,4327,12160.91,32341.13,0.0,0.55,0.74,0.11,0.01,1.95,stroma
4209,4328,12371.2,32251.3,0.32,2.32,0.0,0.0,0.0,0.32,tumor
4210,4329,12359.91,32194.82,0.19,0.37,1.1,0.28,0.0,1.28,stroma
4211,4330,12347.02,32317.32,0.24,0.26,0.0,0.33,0.25,2.42,stroma
4212,4331,12243.19,32235.13,0.13,0.82,0.03,0.96,0.16,0.93,stroma
4213,4332,12475.22,32321.58,0.06,2.37,0.0,1.16,0.13,0.07,tumor
4214,4333,12170.08,32262.64,0.0,0.11,0.3,0.0,0.28,0.04,stroma
4215,4334,12412.66,32190.31,0.09,2.72,0.29,0.1,0.2,0.13,tumor
4216,4335,12186.54,32292.41,0.31,0.51,1.7,0.79,0.0,0.2,stroma
4217,4336,12616.04,32118.96,0.25,0.16,2.09,0.65,0.0,0.64,stroma
4218,4337,12671.95,32093.78,0.05,2.03,1.39,0.03,0.44,0.42,tumor
4219,4338,12377.56,32424.12,0.0,3.83,0.22,0.72,0.26,0.18,tumor
4220,4339,12407.84,32287.74,0.24,4.13,0.37,0.33,0.6,0.17,tumor
4221,4340,12356.21,32275.36,0.22,2.11,0.0,0.28,0.41,0.44,tumor
4222,4341,12208.78,32400.7,0.17,1.85,0.53,1.7,0.32,0.07,tumor
4223,4342,12142.3,32509.59,0.22,1.51,0.16,1.07,0.0,0.52,tumor
4224,4343,12422.88,32177.17,0.2,0.6,0.36,0.73,0.41,0.11,stroma
4225,4344,12254.22,32265.64,0.37,0.48,0.13,0.16,0.27,3.57,stroma
4226,4345,12235.45,32280.66,0.17,0.42,0.39,0.65,2.22,0.86,stroma
4227,4346,12361.0,32443.01,0.2,4.19,0.56,1.22,0.59,0.2,tumor
4228,4348,12205.6,32322.23,0.0,0.33,1.26,0.75,0.22,0.49,stroma
4229,4349,12131.21,32535.52,0.39,0.83,1.24,0.72,0.45,2.08,stroma
4230,4350,12512.33,32220.88,0.13,0.24,0.7,0.66,0.18,1.72,stroma
4231,4351,12364.32,32308.82,0.18,2.14,0.0,0.19,0.38,0.13,tumor
4232,4352,12174.9,32464.25,0.28,0.49,0.0,0.2,0.0,2.61,stroma
4233,4353,12699.17,32271.26,0.0,0.12,0.14,0.0,0.0,0.0,stroma
4234,4354,12293.24,32320.39,0.65,0.83,0.34,0.34,0.09,1.56,stroma
4235,4355,12327.04,32327.9,0.19,2.16,0.07,0.84,0.59,0.19,tumor
4236,4356,12523.56,32243.93,0.34,0.36,0.61,0.0,0.03,0.77,stroma
4237,4357,12198.52,32372.2,0.37,3.06,0.26,0.14,0.06,1.71,tumor
4238,4358,12393.45,32370.51,0.0,0.24,3.29,0.0,0.0,0.4,stroma
4239,4359,12638.29,32138.22,0.45,0.19,0.0,0.18,0.11,0.4,stroma
4240,4360,12109.7,32396.52,0.37,4.73,0.99,0.52,0.45,0.26,tumor
4241,4361,12341.07,32177.76,0.33,4.14,0.0,0.14,0.22,0.47,tumor
4242,4362,12152.45,32403.8,0.17,0.37,2.78,0.0,0.21,0.69,stroma
4243,4363,12636.92,32254.61,0.31,1.95,0.0,0.01,0.52,0.15,tumor
4244,4364,12353.15,32204.12,0.35,0.48,0.16,0.49,0.0,1.15,stroma
4245,4365,12615.02,32170.75,0.18,0.23,0.24,0.81,0.1,0.0,stroma
4246,4366,12427.17,32343.94,0.32,2.65,0.06,0.07,0.18,0.82,tumor
4247,4367,12151.63,32333.27,0.4,0.67,0.69,0.66,0.0,2.16,stroma
4248,4368,12246.06,32475.57,0.26,2.94,0.5,0.0,0.27,0.41,tumor
4249,4369,12247.82,32289.79,0.42,0.36,0.68,0.95,0.0,1.88,stroma
4250,4370,12251.89,32436.28,0.09,0.52,0.1,0.0,0.23,0.18,stroma
4251,4371,12303.34,32385.16,0.0,0.72,2.43,0.18,0.0,0.14,stroma
